img_name,img_class,width,height,sky_coverage,is_used,idx,accuracy,recall,precision,iou
labelme_aacpgupgzvdjapw.jpg,park,1536,2048,0.21374924977620444,True,0,0.9001736111111112,0.5413533834586466,0.9953917050691244,0.54
labelme_aajuldidvlcyzhv.jpg,driveway,1944,2592,0.10219181050906874,True,1,0.978515625,0.8037775445960126,0.9858429858429858,0.7946058091286307
labelme_aalbzqrimafwbiv.jpg,street,1920,2560,0.3352829996744792,True,2,0.9874131944444444,0.9967958987504005,0.9670500466272925,0.9640533002788968
labelme_aaybneesrunupnk.jpg,street,960,1280,0.2393359375,True,3,0.9840494791666666,0.9519533004041311,0.9814814814814815,0.9351565946184385
labelme_abxjjdteigmqnyg.jpg,highway,1536,2048,0.62677001953125,True,4,0.9890407986111112,0.9843588862151942,0.9982569287083842,0.9826698695950583
labelme_accronfozhwenqc.jpg,street,1536,2048,0.38003285725911456,True,5,0.9896918402777778,0.9801305705364746,0.9928119608970672,0.9732243517474634
labelme_acpbrobgjdtlarw.jpg,street,1200,1600,0.17619635416666668,True,6,0.9932725694444444,0.9895320197044335,0.9727602905569007,0.9628520071899341
labelme_acsifdjipacoztj.jpg,street,1920,2560,0.14857035319010414,True,7,0.9896918402777778,0.9812680115273775,0.9517819706498952,0.9347975291695264
labelme_acyclnykxfxcgnd.jpg,street,1536,2048,0.2290856043497721,True,8,0.9844835069444444,0.9675023212627669,0.9661566991191469,0.9357880556802873
labelme_acyknxirsfolpon.jpg,street,1536,2048,0.1416778564453125,True,9,0.9807942708333334,0.9275914634146342,0.9368745188606621,0.8730272596843616
labelme_aczqgkdggidjdwc.jpg,street,1920,2560,0.063990478515625,True,10,0.9302300347222222,0.9845890410958904,0.47559966914805624,0.4720853858784893
labelme_adbjdbpzygfyxzr.jpg,street,1944,2592,0.08175896554133008,True,11,0.9850260416666666,0.8269986893840104,0.9905808477237049,0.8205461638491548
labelme_addnyjyhfcpopua.jpg,street,1920,2560,0.18899820963541664,True,12,0.9883897569444444,0.9600456621004566,0.9784758580570099,0.9401900503074343
labelme_adolwejqiytvyne.jpg,street,1536,2048,0.4127731323242188,True,13,0.9958767361111112,0.9989572471324296,0.9912053802379721,0.9901808785529715
labelme_aebuzkvqtkqiact.jpg,street,1536,2048,0.08638064066569011,True,14,0.9671223958333334,0.966542750929368,0.7386363636363636,0.7202216066481995
labelme_aecmjjmkiksdxvh.jpg,street,1536,2048,0.2786124547322591,True,15,0.9810112847222222,0.998842145889618,0.9376811594202898,0.936663047412233
labelme_aekslkgoslixsra.jpg,street,2048,1536,0.7051019668579102,True,16,0.4611545138888889,0.23919705792215754,0.9993597951344431,0.2391604106021143
labelme_aexxvgfjlpjzipd.jpg,street,1200,1600,0.10973125,True,17,0.9842664930555556,0.8806983511154219,0.9763440860215054,0.862298195631529
labelme_aezmlqmdnkyfwto.jpg,street,1536,2048,0.19797579447428384,True,18,0.9857855902777778,0.9983818770226537,0.9353208691258211,0.9339051463168516
labelme_afdrkdsquxrkjfj.jpg,street,1536,2048,0.4163099924723308,True,19,0.9937065972222222,0.987874097007224,0.9971354166666667,0.9850784666838178
labelme_afgnfitkbkmvhvo.jpg,street,1920,2560,0.4581577555338542,True,20,0.9930555555555556,0.9950424929178471,0.9899013621418506,0.9850432344005609
labelme_agfiolapmodhnjf.jpg,street,1944,2592,0.35035269966468524,True,21,0.984375,0.9990740740740741,0.9582593250444049,0.9574090505767524
labelme_ahmezilsrhnzedx.jpg,harbor,1536,2048,0.3298695882161458,True,22,0.9892578125,0.9712699967352268,0.9963161419959813,0.9677944046844502
labelme_ailhfvlxktkvtjf.jpg,street,1920,2560,0.10861673990885416,True,23,0.9840494791666666,0.9970119521912351,0.874235807860262,0.8719512195121951
labelme_aiwimyaqvnzwgib.jpg,plaza,1536,2048,0.06264241536458333,True,24,0.9565972222222222,0.9618717504332756,0.594855305466238,0.581151832460733
labelme_ajobcqxmuqnjhbo.jpg,street,1944,2592,0.41338873488543415,True,25,0.9683159722222222,0.9716981132075472,0.9527235354573484,0.927
labelme_akfpvtynorwesef.jpg,street,1200,1600,0.13439010416666666,True,26,0.9952256944444444,0.9848363926576217,0.9801429706115965,0.9655712050078247
labelme_alvqktbjyylcjbk.jpg,street,1536,2048,0.0940539042154948,True,27,0.9927300347222222,0.9988545246277205,0.929637526652452,0.9286474973375932
labelme_amdtqvmzkmjgivi.jpg,street,2592,1944,0.15084320860641162,True,28,0.9870876736111112,0.9697624190064795,0.9459269662921348,0.9188267394270123
labelme_amkibymgskxgihw.jpg,street,1536,2048,0.3457193374633789,True,29,0.9534505208333334,0.9944203347799132,0.8864327162199502,0.8820456420126478
labelme_amlnkpomzzujqpa.jpg,street,1536,2048,0.4339094161987305,True,30,0.8369140625,0.625,1.0,0.625
labelme_amyftocrrfpzfty.jpg,highway,1536,2048,0.6148217519124349,True,31,0.9972873263888888,0.9977160927617709,0.9978914074855034,0.995617110799439
labelme_anmyqxjzpeczgvg.jpg,street,1536,2048,0.17703088124593103,True,32,0.9840494791666666,0.9502125075895568,0.9601226993865031,0.9141355140186916
labelme_aoizrfijvhpnnjn.jpg,street,1944,2592,0.0762656464334705,True,33,0.9760199652777778,0.7988422575976846,0.8706624605678234,0.7141009055627425
labelme_aoqykymrqbpsvwe.jpg,street,480,640,0.330771484375,True,34,0.9876302083333334,0.9638906961613533,0.9989885367498315,0.9629509262268443
labelme_aowrejlzewqjelm.jpg,street,1920,2560,0.3292744954427083,True,35,0.7200520833333334,0.1550464807436919,0.9302788844621513,0.15326550705612077
labelme_aptqbdtmjheykdo.jpg,street,480,640,0.10165690104166666,True,36,0.9967447916666666,0.9760665972944849,0.9925925925925926,0.96900826446281
labelme_aqmvdfxgsvtujlu.jpg,street,1536,2048,0.09444840749104816,True,37,0.8791232638888888,1.0,0.4410436527847466,0.4410436527847466
labelme_aqpunnqmctisquh.jpg,parking_lot,1944,2592,0.15455457279124118,True,38,0.9935980902777778,0.9699720670391061,0.9886120996441281,0.9592541436464088
labelme_aqwqkwglsmkulks.jpg,street,1536,2048,0.11470508575439453,True,39,0.9898003472222222,0.9906976744186047,0.9268929503916449,0.9188955996548749
labelme_arzwginlqrfnzvf.jpg,park,1536,2048,0.1040967305501302,True,40,0.9845920138888888,0.9457523029682702,0.912142152023692,0.8667917448405253
labelme_asggtqnjshcjvse.jpg,street,2048,1536,0.08006795247395833,True,41,0.9893663194444444,0.9515072083879423,0.9224904701397713,0.8810679611650486
labelme_atdwcoashzvcpjf.jpg,street,1944,2592,0.33325156861250826,True,42,0.9883897569444444,0.975759534583064,0.9895116355293346,0.9657709532949457
labelme_atzrypuqhqreizd.jpg,street,1536,2048,0.13731511433919272,True,43,0.9829644097222222,0.9961059190031153,0.893780573025856,0.8906685236768802
labelme_auoqsnzvxrujpdd.jpg,street,1944,2592,0.1337438636767769,True,44,0.9937065972222222,0.9729083665338646,0.980722891566265,0.9546520719311963
labelme_avtcfcwagqmtfol.jpg,street,1920,2560,0.2245143636067708,True,45,0.9875217013888888,0.9956855225311602,0.951442968392121,0.947536496350365
labelme_awauaokhnlxbjfe.jpg,street,1944,2592,0.05155702255753696,True,46,0.9921875,0.964509394572025,0.8936170212765957,0.8651685393258427
labelme_awkgmqmqeljxoco.jpg,street,1536,2048,0.08634535471598308,True,47,0.9983723958333334,0.991389913899139,0.9901719901719902,0.9817295980511571
labelme_awuolpiucltqaal.jpg,street,1200,1600,0.1982015625,True,48,0.8661024305555556,0.32861806311207836,1.0,0.32861806311207836
labelme_axteygyigqyqzum.jpg,street,1944,2592,0.11979801732459484,True,49,0.9738498263888888,0.97506678539626,0.8371559633027523,0.8196107784431138
labelme_aybslgdjsdutnxi.jpg,street,1944,2592,0.4802724749784078,True,50,0.9656032986111112,0.9358974358974359,0.9923682327689005,0.9292094685127289
labelme_ayvlziheeqrwvag.jpg,street,1536,2048,0.3498709996541341,True,51,0.994140625,0.9956923076923077,0.9877899877899878,0.9835866261398176
labelme_bakzysyhkgubmcq.jpg,street,1536,2048,0.3707510630289714,True,52,0.9901258680555556,0.9918438683367318,0.9818339100346021,0.9739702517162472
labelme_baprzfiorwddcof.jpg,street,1536,2048,0.1411895751953125,True,53,0.9950086805555556,0.9772036474164134,0.9877112135176651,0.9654654654654654
labelme_bbahynvuqekslgb.jpg,street,1536,2048,0.146787961324056,True,54,0.9963107638888888,0.9881744271988174,0.9867158671586715,0.975200583515682
labelme_bbjzfrsalhqivis.jpg,street,1536,2048,0.1855424245198568,True,55,0.9503038194444444,0.7552941176470588,0.9683257918552036,0.7370838117106774
labelme_bblbvcpytaazmur.jpg,street,1944,2592,0.4783583469872479,True,56,0.9890407986111112,0.983750846310088,0.9933910665451231,0.9773542600896861
labelme_bbqlxkeoyrkgwyj.jpg,street,1920,2560,0.2484796142578125,True,57,0.9954427083333334,0.9978165938864629,0.9840654608096469,0.9819510098839708
labelme_bcgdjrcxmncdaht.jpg,street,1536,2048,0.07616488138834636,True,58,0.9978298611111112,0.9801418439716312,0.9913916786226685,0.9718706047819972
labelme_bcqmlwipkoqpwav.jpg,street,2336,3504,0.0665789977794458,True,59,0.986328125,0.8384991843393148,0.9500924214417745,0.803125
labelme_bdnhptxuydndtyo.jpg,highway,1536,2048,0.6662101745605469,True,60,0.9965277777777778,0.9977298524404086,0.9970831307729704,0.9948261924009701
labelme_bdrfgasootvkdfs.jpg,street,1200,1600,0.1430328125,True,61,0.8875868055555556,0.9672131147540983,0.5668122270742358,0.5561268209083119
labelme_bdtthsnykogtayr.jpg,street,1536,2048,0.06870460510253906,True,62,0.9691840277777778,0.8666666666666667,0.7384412153236459,0.6631079478054567
labelme_beoehmjilgareuk.jpg,street,1920,2560,0.09713663736979168,True,63,0.8663194444444444,0.956953642384106,0.420873786407767,0.4130538351595998
labelme_beycvdwpfuucepi.jpg,street,1920,2560,0.08974690755208334,True,64,0.9904513888888888,0.9891435464414958,0.9121245828698554,0.9030837004405287
labelme_bezumtdbdthehcc.jpg,street,1536,2048,0.2497758865356445,True,65,0.9811197916666666,0.9668532070598365,0.9586000853606488,0.928099173553719
labelme_bflzrlbqebufrut.jpg,street,1944,2592,0.22229545324645636,True,66,0.9519314236111112,0.8820388349514563,0.9008428358948934,0.8039823008849557
labelme_bfntdykbrhuzrmc.jpg,street,1536,2048,0.16689586639404294,True,67,0.9904513888888888,0.9694850603941513,0.9744408945686901,0.9454432734035958
